beta,mix_ratio,cases
2.335916529015200083e-01,4.671833058030400165e-01,1.102000000000000000e+03
8.226198288089664468e-02,1.645239657617932894e-01,5.740000000000000000e+02
2.583290367847340119e-01,5.166580735694680238e-01,4.040000000000000000e+02
2.673968621913314636e-01,5.347937243826629272e-01,5.840000000000000000e+02
3.101025288499795196e-01,6.202050576999590392e-01,5.100000000000000000e+02
1.740944782987287609e-01,3.481889565974575218e-01,3.760000000000000000e+02
2.747787364621421258e-01,5.495574729242842515e-01,9.020000000000000000e+02
4.217534304892974206e-01,8.435068609785948412e-01,2.510000000000000000e+02
9.986706651094856557e-03,1.997341330218971311e-02,1.220000000000000000e+02
1.288625413672611075e-01,2.577250827345222151e-01,3.290000000000000000e+02
1.671360478006859718e-01,3.342720956013719436e-01,5.050000000000000000e+02
2.518105206886777636e-01,5.036210413773555272e-01,2.120000000000000000e+02
6.878908952123569120e-02,1.375781790424713824e-01,5.800000000000000000e+01
1.009681424294637253e-01,2.019362848589274506e-01,1.870000000000000000e+02
2.921379308578581080e-02,5.842758617157162160e-02,2.400000000000000000e+01
2.019490534649134861e-01,4.038981069298269722e-01,4.620000000000000000e+02
2.455823087965968154e-01,4.911646175931936309e-01,6.090000000000000000e+02
1.307435828108536313e-01,2.614871656217072626e-01,7.350000000000000000e+02
2.539407854405573151e-02,5.078815708811146301e-02,2.430000000000000000e+02
1.717640606190838914e-01,3.435281212381677829e-01,5.850000000000000000e+02
2.852230219219548668e-01,5.704460438439097336e-01,3.990000000000000000e+02
1.689709560021586121e-01,3.379419120043172242e-01,5.470000000000000000e+02
4.530384216493874017e-01,9.060768432987748033e-01,7.260000000000000000e+02
2.586312895387277155e-01,5.172625790774554311e-01,1.590000000000000000e+02
1.611233887101551909e-01,3.222467774203103819e-01,2.890000000000000000e+02
2.164857725275809441e-01,4.329715450551618883e-01,7.540000000000000000e+02
3.435180049095124533e-01,6.870360098190249065e-01,2.800000000000000000e+02
6.181422981412187934e-02,1.236284596282437587e-01,5.660000000000000000e+02
1.341754413453754569e-01,2.683508826907509137e-01,1.040000000000000000e+02
3.391619679058239800e-01,6.783239358116479600e-01,8.460000000000000000e+02
1.635853105350641989e-01,3.271706210701283979e-01,7.180000000000000000e+02
4.071074580722662262e-01,8.142149161445324523e-01,6.550000000000000000e+02
8.526135444383120543e-02,1.705227088876624109e-01,1.640000000000000000e+02
1.461061289492530668e-01,2.922122578985061336e-01,2.370000000000000000e+02
1.270101494490574745e-01,2.540202988981149490e-01,2.450000000000000000e+02
4.153123825604935204e-01,8.306247651209870408e-01,7.000000000000000000e+02
1.807219393838900845e-01,3.614438787677801690e-01,4.150000000000000000e+02
1.531770296237658369e-01,3.063540592475316737e-01,3.130000000000000000e+02
2.091309178322584006e-01,4.182618356645168012e-01,1.670000000000000000e+02
2.438243289720815055e-01,4.876486579441630109e-01,7.760000000000000000e+02
5.652010958034914268e-05,1.130402191606982854e-04,2.760000000000000000e+02
2.646197993942942528e-01,5.292395987885885056e-01,2.660000000000000000e+02
3.802776953694169682e-01,7.605553907388339363e-01,7.150000000000000000e+02
6.613685382217365794e-02,1.322737076443473159e-01,9.300000000000000000e+01
9.298076851606107418e-03,1.859615370321221484e-02,1.700000000000000000e+01
2.763480065115525575e-02,5.526960130231051149e-02,1.480000000000000000e+02
1.819463346475431176e-01,3.638926692950862352e-01,4.870000000000000000e+02
2.103572308045089656e-01,4.207144616090179312e-01,8.780000000000000000e+02
4.682142313992954108e-02,9.364284627985908216e-02,6.500000000000000000e+01
4.215384569874600085e-01,8.430769139749200169e-01,6.070000000000000000e+02
1.366015384468277638e-01,2.732030768936555276e-01,5.180000000000000000e+02
1.296562176491553031e-01,2.593124352983106062e-01,2.300000000000000000e+02
3.860771040667915766e-01,7.721542081335831531e-01,4.700000000000000000e+02
2.653390773431270611e-01,5.306781546862541221e-01,5.470000000000000000e+02
3.350721070902809573e-01,6.701442141805619146e-01,5.060000000000000000e+02
3.540711100337164408e-01,7.081422200674328815e-01,5.230000000000000000e+02
1.495542734986614608e-01,2.991085469973229216e-01,3.320000000000000000e+02
2.314046148165347927e-01,4.628092296330695854e-01,8.250000000000000000e+02
2.789923823486688548e-01,5.579847646973377095e-01,1.338000000000000000e+03
1.775829120672571815e-01,3.551658241345143630e-01,7.900000000000000000e+01
2.914042108430181521e-01,5.828084216860363043e-01,4.150000000000000000e+02
4.544378900105892627e-01,9.088757800211785254e-01,1.300000000000000000e+03
1.955809075461777402e-01,3.911618150923554804e-01,1.650000000000000000e+02
6.716462422713515013e-02,1.343292484542703003e-01,7.200000000000000000e+01
4.942765793477600922e-01,9.885531586955201844e-01,1.261000000000000000e+03
2.059090744994606093e-01,4.118181489989212185e-01,6.320000000000000000e+02
1.352356513524056725e-01,2.704713027048113450e-01,4.890000000000000000e+02
3.738967872816338356e-01,7.477935745632676712e-01,8.510000000000000000e+02
2.814634129689872477e-01,5.629268259379744954e-01,6.940000000000000000e+02
3.705311141445769008e-01,7.410622282891538015e-01,1.000000000000000000e+03
4.799271909132673541e-01,9.598543818265347083e-01,2.230000000000000000e+02
4.086538981431648843e-01,8.173077962863297685e-01,5.330000000000000000e+02
4.385121742779811704e-01,8.770243485559623409e-01,4.950000000000000000e+02
3.650214566020572038e-01,7.300429132041144076e-01,1.930000000000000000e+02
9.006588290252021123e-02,1.801317658050404225e-01,3.390000000000000000e+02
8.091046433771131863e-02,1.618209286754226373e-01,4.720000000000000000e+02
1.565374470666734408e-01,3.130748941333468816e-01,1.700000000000000000e+02
8.063105074454385290e-02,1.612621014890877058e-01,3.240000000000000000e+02
2.986673202184552678e-01,5.973346404369105356e-01,1.536000000000000000e+03
1.561328526822055585e-01,3.122657053644111169e-01,4.100000000000000000e+02
4.906814556169239450e-01,9.813629112338478899e-01,1.026000000000000000e+03
2.204260697021770410e-02,4.408521394043540820e-02,2.950000000000000000e+02
2.034763187853522726e-01,4.069526375707045451e-01,4.570000000000000000e+02
2.670989285090197285e-02,5.341978570180394570e-02,2.270000000000000000e+02
4.822695763028267413e-01,9.645391526056534826e-01,5.360000000000000000e+02
1.205001356508735300e-01,2.410002713017470599e-01,1.950000000000000000e+02
4.713148120994254953e-01,9.426296241988509905e-01,4.470000000000000000e+02
4.145705588194256719e-01,8.291411176388513438e-01,4.390000000000000000e+02
4.117162904229083598e-01,8.234325808458167195e-01,8.280000000000000000e+02
2.785385260228472326e-01,5.570770520456944652e-01,6.320000000000000000e+02
4.233000528054669531e-01,8.466001056109339062e-01,6.410000000000000000e+02
3.898759588085254357e-02,7.797519176170508715e-02,9.260000000000000000e+02
2.378361360268026470e-01,4.756722720536052940e-01,6.050000000000000000e+02
3.240878215994179024e-01,6.481756431988358047e-01,2.250000000000000000e+02
8.876496660465227340e-02,1.775299332093045468e-01,3.690000000000000000e+02
4.461930717773606170e-01,8.923861435547212340e-01,2.500000000000000000e+02
3.186645951851277969e-01,6.373291903702555938e-01,6.960000000000000000e+02
3.243998435932944902e-01,6.487996871865889803e-01,4.540000000000000000e+02
1.261282349653197188e-01,2.522564699306394376e-01,4.000000000000000000e+00
1.731206370201515132e-01,3.462412740403030265e-01,3.150000000000000000e+02
2.260893114253098579e-02,4.521786228506197158e-02,3.730000000000000000e+02
3.306796522558949625e-01,6.613593045117899250e-01,4.000000000000000000e+00
4.511146641919538958e-03,9.022293283839077915e-03,1.580000000000000000e+02
3.402957968924380516e-02,6.805915937848761033e-02,9.000000000000000000e+01
2.825634747609268027e-01,5.651269495218536054e-01,6.660000000000000000e+02
2.164666964240843927e-01,4.329333928481687854e-01,1.440000000000000000e+02
1.720601146706490225e-01,3.441202293412980451e-01,8.530000000000000000e+02
9.094881307669183679e-02,1.818976261533836736e-01,3.700000000000000000e+02
2.722007101865493994e-01,5.444014203730987989e-01,5.400000000000000000e+02
3.671811677190927048e-01,7.343623354381854096e-01,1.069000000000000000e+03
4.527982043855288685e-02,9.055964087710577370e-02,1.440000000000000000e+02
4.180386690223413249e-01,8.360773380446826497e-01,9.810000000000000000e+02
3.436206544679123454e-01,6.872413089358246907e-01,1.660000000000000000e+02
2.269510145045370297e-01,4.539020290090740595e-01,7.220000000000000000e+02
3.715093288725905274e-01,7.430186577451810548e-01,3.150000000000000000e+02
3.597614931732511789e-01,7.195229863465023579e-01,2.560000000000000000e+02
1.924177331763883281e-01,3.848354663527766562e-01,5.000000000000000000e+00
1.978426526442643163e-01,3.956853052885286326e-01,8.240000000000000000e+02
3.819603026686432812e-01,7.639206053372865624e-01,4.710000000000000000e+02
9.893193212436424133e-02,1.978638642487284827e-01,1.350000000000000000e+02
2.671581262945766366e-01,5.343162525891532733e-01,4.630000000000000000e+02
3.060581818008212274e-02,6.121163636016424547e-02,2.790000000000000000e+02
3.804059104430200233e-01,7.608118208860400467e-01,6.320000000000000000e+02
9.803041801661305232e-03,1.960608360332261046e-02,3.710000000000000000e+02
4.692329862155142362e-01,9.384659724310284723e-01,4.290000000000000000e+02
3.744084350463617317e-01,7.488168700927234633e-01,3.900000000000000000e+02
4.512737021065872378e-01,9.025474042131744756e-01,1.300000000000000000e+03
4.096895269939031525e-01,8.193790539878063051e-01,5.710000000000000000e+02
1.802308550820363453e-01,3.604617101640726906e-01,2.520000000000000000e+02
3.029113978292399256e-01,6.058227956584798513e-01,2.840000000000000000e+02
2.086177273813710209e-01,4.172354547627420418e-01,6.710000000000000000e+02
2.211275282163032152e-01,4.422550564326064304e-01,2.730000000000000000e+02
4.809642026146974114e-01,9.619284052293948228e-01,4.890000000000000000e+02
3.343555159125898291e-01,6.687110318251796581e-01,7.220000000000000000e+02
4.302667897525292440e-01,8.605335795050584879e-01,2.640000000000000000e+02
4.871113460931351669e-01,9.742226921862703337e-01,2.950000000000000000e+02
4.669019461640725455e-01,9.338038923281450909e-01,1.169000000000000000e+03
2.511581569422892124e-01,5.023163138845784248e-01,1.880000000000000000e+02
3.538806112590108799e-01,7.077612225180217598e-01,7.480000000000000000e+02
1.683855151259684435e-01,3.367710302519368870e-01,4.630000000000000000e+02
1.462453651982620895e-01,2.924907303965241789e-01,2.630000000000000000e+02
4.105461246086549720e-01,8.210922492173099441e-01,8.050000000000000000e+02
1.104318418025879711e-01,2.208636836051759422e-01,1.100000000000000000e+01
4.108106682777396546e-01,8.216213365554793091e-01,2.530000000000000000e+02
1.987623034402763444e-02,3.975246068805526889e-02,2.100000000000000000e+02
2.319422070587029427e-02,4.638844141174058855e-02,3.700000000000000000e+01
3.469087336290198609e-01,6.938174672580397218e-01,9.220000000000000000e+02
4.618815808723164551e-02,9.237631617446329102e-02,1.240000000000000000e+02
4.296204937323316875e-02,8.592409874646633750e-02,2.520000000000000000e+02
2.323094564036713439e-01,4.646189128073426877e-01,3.750000000000000000e+02
2.129878005527892637e-01,4.259756011055785274e-01,3.030000000000000000e+02
1.991601094950966044e-01,3.983202189901932089e-01,2.210000000000000000e+02
3.939181266769274936e-01,7.878362533538549872e-01,2.320000000000000000e+02
3.080466795076180486e-01,6.160933590152360972e-01,6.780000000000000000e+02
2.564774430868885235e-01,5.129548861737770471e-01,3.990000000000000000e+02
4.142943094574298990e-01,8.285886189148597980e-01,6.640000000000000000e+02
3.160877089385585870e-01,6.321754178771171739e-01,3.460000000000000000e+02
3.080867953452649521e-01,6.161735906905299043e-01,3.550000000000000000e+02
3.630063539250687477e-01,7.260127078501374953e-01,2.800000000000000000e+02
2.769447125217681105e-01,5.538894250435362210e-01,3.970000000000000000e+02
3.329262524794722733e-01,6.658525049589445466e-01,1.970000000000000000e+02
3.733598672199965884e-01,7.467197344399931769e-01,1.141000000000000000e+03
1.472614771232954034e-01,2.945229542465908068e-01,1.250000000000000000e+02
4.014200734259741887e-01,8.028401468519483775e-01,3.950000000000000000e+02
2.693593232416942040e-01,5.387186464833884081e-01,8.770000000000000000e+02
2.802027604142124373e-01,5.604055208284248746e-01,7.280000000000000000e+02
4.449432390467016329e-01,8.898864780934032659e-01,2.620000000000000000e+02
8.044955077270254939e-02,1.608991015454050988e-01,5.800000000000000000e+01
4.589787310113165875e-01,9.179574620226331749e-01,3.800000000000000000e+02
1.777561048982847502e-01,3.555122097965695005e-01,8.360000000000000000e+02
2.983539461206701771e-01,5.967078922413403541e-01,7.390000000000000000e+02
7.863327692852478679e-02,1.572665538570495736e-01,1.920000000000000000e+02
1.335883219833585711e-01,2.671766439667171422e-01,1.130000000000000000e+02
6.854376720709032256e-02,1.370875344141806451e-01,7.510000000000000000e+02
4.870740256222075293e-01,9.741480512444150586e-01,6.080000000000000000e+02
2.321600517138574515e-01,4.643201034277149031e-01,7.390000000000000000e+02
2.805434763008374799e-01,5.610869526016749598e-01,4.330000000000000000e+02
2.978619831020717923e-02,5.957239662041435846e-02,3.840000000000000000e+02
4.281091427782506287e-01,8.562182855565012574e-01,3.360000000000000000e+02
3.848103250897609851e-01,7.696206501795219701e-01,6.890000000000000000e+02
5.031216415240824524e-02,1.006243283048164905e-01,8.300000000000000000e+02
1.108400775246472514e-01,2.216801550492945028e-01,3.880000000000000000e+02
3.913405174657091368e-01,7.826810349314182735e-01,8.350000000000000000e+02
1.616505527858278501e-01,3.233011055716557003e-01,2.170000000000000000e+02
2.896108686529130782e-02,5.792217373058261565e-02,1.080000000000000000e+02
3.667039137675921490e-01,7.334078275351842979e-01,8.200000000000000000e+02
3.477925447897806110e-01,6.955850895795612221e-01,3.700000000000000000e+02
1.340802234532725845e-01,2.681604469065451690e-01,4.970000000000000000e+02
4.823703098488918428e-02,9.647406196977836856e-02,3.100000000000000000e+01
1.933228607228482665e-01,3.866457214456965330e-01,1.080000000000000000e+03
4.296907576726389233e-01,8.593815153452778466e-01,5.490000000000000000e+02
1.220351299563987579e-02,2.440702599127975159e-02,2.890000000000000000e+02
4.545743898172358022e-01,9.091487796344716044e-01,6.850000000000000000e+02
3.453344400787483615e-02,6.906688801574967229e-02,4.160000000000000000e+02
9.629418883021090281e-02,1.925883776604218056e-01,2.180000000000000000e+02
1.432152324430349122e-01,2.864304648860698244e-01,2.330000000000000000e+02
4.458215512502405886e-01,8.916431025004811772e-01,6.090000000000000000e+02
4.735212800184385173e-02,9.470425600368770347e-02,1.450000000000000000e+02
3.825056405565775974e-01,7.650112811131551949e-01,4.480000000000000000e+02
2.735236382859788651e-01,5.470472765719577302e-01,5.140000000000000000e+02
4.763663374212419033e-01,9.527326748424838065e-01,4.340000000000000000e+02
3.454956328559155021e-01,6.909912657118310042e-01,8.040000000000000000e+02
4.515253509642298546e-01,9.030507019284597092e-01,5.860000000000000000e+02
4.688660113713055133e-01,9.377320227426110266e-01,9.930000000000000000e+02
2.846518227078582153e-01,5.693036454157164306e-01,4.910000000000000000e+02
6.295001903601948889e-02,1.259000380720389778e-01,3.050000000000000000e+02
1.975596906605228686e-01,3.951193813210457373e-01,4.420000000000000000e+02
1.921087383806578952e-01,3.842174767613157904e-01,4.790000000000000000e+02
5.298455070421254076e-02,1.059691014084250815e-01,2.220000000000000000e+02
3.143204356032462399e-01,6.286408712064924798e-01,6.750000000000000000e+02
3.543461370700107804e-01,7.086922741400215608e-01,7.100000000000000000e+02
3.729830288991576870e-01,7.459660577983153740e-01,5.120000000000000000e+02
2.807249644712042080e-01,5.614499289424084161e-01,1.780000000000000000e+02
